timestamp_seconds,tracked_vehicle_count,average_speed_kmh,median_speed_kmh,average_pixel_speed,median_pixel_speed,total_pixel_movement,moving_vehicle_count,slow_vehicle_count,stopped_vehicle_count,UNKNOWN,stopped_vehicle_percentage,slow_vehicle_percentage,moving_vehicle_percentage,movement_congestion_score,calibration_status
121.955,2,8.93,8.93,1.58,1.58,5.85,0,1,0,1,0.0,50.0,0.0,20.0,demo_calibration
122.122,1,4.82,4.82,17.84,17.84,8.38,0,1,0,0,0.0,100.0,0.0,30.0,demo_calibration
124.458,1,,,0.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,10.0,demo_calibration
124.624,1,53.01,53.01,91.81,91.81,15.24,1,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
124.791,1,53.01,53.01,95.94,95.94,16.71,1,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
124.958,1,53.01,53.01,90.32,90.32,13.21,1,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
125.125,1,53.01,53.01,80.94,80.94,10.63,1,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
125.292,1,53.01,53.01,67.34,67.34,9.9,1,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
125.459,1,53.01,53.01,57.35,57.35,8.2,1,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
125.792,1,2.56,2.56,0.95,0.95,3.64,0,1,0,0,0.0,100.0,0.0,30.0,demo_calibration
128.462,1,,,0.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,10.0,demo_calibration
128.629,1,42.5,42.5,237.45,237.45,39.65,1,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
129.129,1,42.5,42.5,237.45,237.45,0.0,1,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
129.296,1,42.5,42.5,308.87,308.87,63.51,1,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
129.463,1,42.5,42.5,375.72,375.72,61.98,1,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
129.63,1,42.5,42.5,350.21,350.21,49.96,1,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
129.796,1,42.5,42.5,310.48,310.48,43.34,1,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
129.963,1,42.5,42.5,258.13,258.13,35.76,1,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
130.13,1,42.5,42.5,222.16,222.16,31.95,1,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
130.297,2,42.5,42.5,186.58,186.58,25.77,1,0,0,1,0.0,0.0,50.0,5.0,demo_calibration
130.464,2,23.82,23.82,83.05,83.05,29.91,1,1,0,0,0.0,50.0,50.0,15.0,demo_calibration
130.631,1,42.5,42.5,140.46,140.46,19.61,1,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
130.797,1,42.5,42.5,133.21,133.21,22.01,1,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
131.131,1,5.06,5.06,3.0,3.0,2.5,0,1,0,0,0.0,100.0,0.0,30.0,demo_calibration
131.298,1,2.0,2.0,20.02,20.02,6.18,0,1,0,0,0.0,100.0,0.0,30.0,demo_calibration
132.799,1,,,0.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,10.0,demo_calibration
132.966,1,30.72,30.72,36.55,36.55,6.1,1,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
133.467,2,,,0.0,0.0,0.0,0,0,0,2,0.0,0.0,0.0,10.0,demo_calibration
133.633,1,41.76,41.76,66.06,66.06,10.97,1,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
133.8,1,41.76,41.76,80.37,80.37,15.81,1,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
133.967,1,41.76,41.76,88.51,88.51,17.5,1,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
134.134,1,41.76,41.76,104.7,104.7,19.14,1,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
134.301,2,30.29,30.29,63.73,63.73,28.99,2,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
134.468,1,41.76,41.76,146.24,146.24,29.6,1,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
134.635,2,30.29,30.29,98.27,98.27,45.49,2,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
134.801,1,18.82,18.82,27.83,27.83,8.02,1,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
136.637,1,18.72,18.72,26.96,26.96,5.1,1,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
136.803,1,15.34,15.34,47.16,47.16,15.01,1,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
137.137,1,,,0.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,10.0,demo_calibration
137.304,1,65.51,65.51,50.9,50.9,8.5,1,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
138.472,1,,,0.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,10.0,demo_calibration
138.638,1,18.36,18.36,109.93,109.93,18.25,1,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
138.805,1,42.3,42.3,134.53,134.53,26.58,1,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
138.972,1,42.3,42.3,147.76,147.76,29.09,1,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
139.139,1,42.3,42.3,175.25,175.25,32.13,1,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
139.306,1,42.3,42.3,194.48,194.48,36.21,1,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
139.473,1,42.3,42.3,222.61,222.61,43.19,1,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
139.639,1,42.3,42.3,255.33,255.33,48.23,1,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
139.806,1,42.3,42.3,307.08,307.08,62.14,1,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
139.973,1,42.3,42.3,369.53,369.53,74.47,1,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
140.14,1,42.3,42.3,401.25,401.25,64.41,1,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
140.307,1,42.3,42.3,358.01,358.01,40.48,1,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
140.474,1,42.3,42.3,261.46,261.46,26.1,1,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
140.641,1,42.3,42.3,201.35,201.35,34.3,1,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
141.975,1,,,0.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,10.0,demo_calibration
142.142,1,,,0.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,10.0,demo_calibration
143.31,1,,,0.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,10.0,demo_calibration
143.477,1,17.65,17.65,32.39,32.39,5.41,1,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
143.643,1,17.65,17.65,44.61,44.61,9.43,1,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
143.81,2,9.21,9.21,28.27,28.27,16.95,1,0,1,0,50.0,0.0,50.0,40.0,demo_calibration
143.977,1,17.65,17.65,67.4,67.4,12.35,1,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
144.144,1,17.65,17.65,73.96,73.96,12.78,1,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
144.311,1,17.65,17.65,79.77,79.77,14.84,1,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
144.478,1,17.65,17.65,91.11,91.11,18.03,1,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
144.644,2,14.31,14.31,58.34,58.34,32.85,1,1,0,0,0.0,50.0,50.0,15.0,demo_calibration
144.811,2,18.26,18.26,76.88,76.88,34.83,2,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
144.978,1,,,0.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,10.0,demo_calibration
145.812,1,,,0.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,10.0,demo_calibration
145.979,1,9.83,9.83,7.8,7.8,7.81,0,1,0,0,0.0,100.0,0.0,30.0,demo_calibration
146.146,2,2.49,2.49,30.09,30.09,8.75,0,1,0,1,0.0,50.0,0.0,20.0,demo_calibration
146.48,2,6.76,6.76,24.63,24.63,11.1,0,1,0,1,0.0,50.0,0.0,20.0,demo_calibration
149.149,1,,,0.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,10.0,demo_calibration
149.316,1,40.57,40.57,52.97,52.97,8.85,1,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
149.483,1,68.79,68.79,54.01,54.01,9.19,1,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
149.649,2,77.42,77.42,55.29,55.29,9.6,1,0,0,1,0.0,0.0,50.0,5.0,demo_calibration
149.816,2,68.23,68.23,70.03,70.03,24.92,2,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
149.983,2,70.31,70.31,81.42,81.42,31.2,2,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
150.15,2,72.55,72.55,89.57,89.57,33.63,2,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
150.317,2,74.02,74.02,102.24,102.24,37.61,2,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
