timestamp_seconds,vehicle_count,vehicle_density_score,tracked_vehicle_count,moving_vehicle_count,slow_vehicle_count,stopped_vehicle_count,moving_vehicle_percentage,slow_vehicle_percentage,stopped_vehicle_percentage,average_speed_kmh,median_speed_kmh,average_pixel_speed,median_pixel_speed,movement_congestion_score,vision_congestion_score,traffic_state,calibration_status,cars,motorcycles,buses,trucks,total_pixel_movement,unknown
89.423,3,14.285714285714285,3,2,1,0,66.66666666666666,33.33333333333333,0.0,42.15,23.01,84.49,99.19,10.0,11.71,LOW,demo_calibration,3,0,0,0,43.03,0
89.59,2,9.523809523809524,2,1,1,0,50.0,50.0,0.0,17.61,17.61,106.16,106.16,15.0,12.81,LOW,demo_calibration,2,0,0,0,37.11,0
89.756,4,19.047619047619047,4,1,1,0,25.0,25.0,0.0,17.5,17.5,112.16,112.16,12.5,15.12,LOW,demo_calibration,4,0,0,0,38.41,2
89.923,4,19.047619047619047,4,3,1,0,75.0,25.0,0.0,25.83,20.7,102.25,90.9,7.5,12.12,LOW,demo_calibration,4,0,0,0,74.6,0
90.09,4,19.047619047619047,4,3,1,0,75.0,25.0,0.0,31.83,32.65,111.01,91.41,7.5,12.12,LOW,demo_calibration,3,0,0,1,80.37,0
90.257,3,14.285714285714285,3,2,1,0,66.66666666666666,33.33333333333333,0.0,39.43,49.4,92.35,93.96,10.0,11.71,LOW,demo_calibration,3,0,0,0,47.1,0
90.424,3,14.285714285714285,3,2,1,0,66.66666666666666,33.33333333333333,0.0,42.39,49.4,98.31,106.77,10.0,11.71,LOW,demo_calibration,3,0,0,0,54.74,0
90.591,1,4.761904761904762,1,1,0,0,100.0,0.0,0.0,49.4,49.4,134.09,134.09,0.0,1.9,LOW,demo_calibration,1,0,0,0,25.93,0
90.757,1,4.761904761904762,1,1,0,0,100.0,0.0,0.0,49.4,49.4,158.76,158.76,0.0,1.9,LOW,demo_calibration,1,0,0,0,32.02,0
90.924,1,4.761904761904762,1,1,0,0,100.0,0.0,0.0,23.01,23.01,143.1,143.1,0.0,1.9,LOW,demo_calibration,1,0,0,0,42.15,0
91.091,1,4.761904761904762,1,1,0,0,100.0,0.0,0.0,23.01,23.01,168.31,168.31,0.0,1.9,LOW,demo_calibration,1,0,0,0,41.44,0
92.426,1,4.761904761904762,1,1,0,0,100.0,0.0,0.0,37.84,37.84,113.72,113.72,0.0,1.9,LOW,demo_calibration,1,0,0,0,0.0,0
92.593,1,4.761904761904762,1,1,0,0,100.0,0.0,0.0,44.52,44.52,158.22,158.22,0.0,1.9,LOW,demo_calibration,1,0,0,0,32.6,0
95.429,1,4.761904761904762,1,0,0,0,0.0,0.0,0.0,,,0.0,0.0,10.0,7.9,LOW,demo_calibration,1,0,0,0,0.0,1
96.43,2,9.523809523809524,2,0,1,0,0.0,50.0,0.0,11.6,11.6,5.85,5.85,20.0,15.81,LOW,demo_calibration,2,0,0,0,5.85,1
96.597,1,4.761904761904762,1,1,0,0,100.0,0.0,0.0,29.78,29.78,38.34,38.34,0.0,1.9,LOW,demo_calibration,1,0,0,0,6.4,0
97.097,1,4.761904761904762,1,0,0,0,0.0,0.0,0.0,,,0.0,0.0,10.0,7.9,LOW,demo_calibration,1,0,0,0,0.0,1
97.264,1,4.761904761904762,1,1,0,0,100.0,0.0,0.0,54.98,54.98,81.45,81.45,0.0,1.9,LOW,demo_calibration,1,0,0,0,13.6,0
97.431,1,4.761904761904762,1,1,0,0,100.0,0.0,0.0,54.98,54.98,89.6,89.6,0.0,1.9,LOW,demo_calibration,1,0,0,0,16.32,0
97.597,1,4.761904761904762,1,1,0,0,100.0,0.0,0.0,54.98,54.98,94.87,94.87,0.0,1.9,LOW,demo_calibration,1,0,0,0,17.5,0
97.764,1,4.761904761904762,1,1,0,0,100.0,0.0,0.0,54.98,54.98,110.92,110.92,0.0,1.9,LOW,demo_calibration,1,0,0,0,21.64,0
97.931,2,9.523809523809524,2,2,0,0,100.0,0.0,0.0,41.91,41.91,76.54,76.54,0.0,3.81,LOW,demo_calibration,2,0,0,0,42.49,0
98.098,2,9.523809523809524,2,2,0,0,100.0,0.0,0.0,45.0,45.0,93.32,93.32,0.0,3.81,LOW,demo_calibration,2,0,0,0,38.75,0
98.265,2,9.523809523809524,2,1,0,0,50.0,0.0,0.0,54.98,54.98,183.51,183.51,5.0,6.81,LOW,demo_calibration,2,0,0,0,38.03,1
98.432,2,9.523809523809524,2,0,1,0,0.0,50.0,0.0,8.84,8.84,107.83,107.83,20.0,15.81,LOW,demo_calibration,2,0,0,0,18.01,1
98.599,1,4.761904761904762,1,0,1,0,0.0,100.0,0.0,10.79,10.79,101.91,101.91,30.0,19.9,LOW,demo_calibration,1,0,0,0,16.03,0
98.765,1,4.761904761904762,1,0,1,0,0.0,100.0,0.0,12.67,12.67,105.09,105.09,30.0,19.9,LOW,demo_calibration,1,0,0,0,18.5,0
98.932,1,4.761904761904762,1,0,1,0,0.0,100.0,0.0,13.9,13.9,105.09,105.09,30.0,19.9,LOW,demo_calibration,1,0,0,0,18.01,0
99.099,1,4.761904761904762,1,1,0,0,100.0,0.0,0.0,16.3,16.3,102.19,102.19,0.0,1.9,LOW,demo_calibration,1,0,0,0,14.58,0
99.766,2,9.523809523809524,2,1,0,0,50.0,0.0,0.0,54.98,54.98,202.03,202.03,5.0,6.81,LOW,demo_calibration,2,0,0,0,0.0,1
99.933,1,4.761904761904762,1,0,1,0,0.0,100.0,0.0,8.99,8.99,128.78,128.78,30.0,19.9,LOW,demo_calibration,1,0,0,0,21.51,0
100.1,1,4.761904761904762,1,1,0,0,100.0,0.0,0.0,15.66,15.66,137.76,137.76,0.0,1.9,LOW,demo_calibration,1,0,0,0,24.51,0
100.267,1,4.761904761904762,1,1,0,0,100.0,0.0,0.0,16.94,16.94,138.74,138.74,0.0,1.9,LOW,demo_calibration,1,0,0,0,23.5,0
100.434,1,4.761904761904762,1,1,0,0,100.0,0.0,0.0,16.61,16.61,137.75,137.75,0.0,1.9,LOW,demo_calibration,1,0,0,0,21.01,0
100.6,1,4.761904761904762,1,1,0,0,100.0,0.0,0.0,16.83,16.83,133.02,133.02,0.0,1.9,LOW,demo_calibration,1,0,0,0,22.01,0
100.767,1,4.761904761904762,1,1,0,0,100.0,0.0,0.0,16.63,16.63,124.04,124.04,0.0,1.9,LOW,demo_calibration,1,0,0,0,19.0,0
100.934,1,4.761904761904762,1,1,0,0,100.0,0.0,0.0,16.32,16.32,117.06,117.06,0.0,1.9,LOW,demo_calibration,1,0,0,0,17.51,0
101.101,1,4.761904761904762,1,1,0,0,100.0,0.0,0.0,16.22,16.22,97.01,97.01,0.0,1.9,LOW,demo_calibration,1,0,0,0,12.09,0
101.268,2,9.523809523809524,2,1,1,0,50.0,50.0,0.0,9.99,9.99,48.02,48.02,15.0,12.81,LOW,demo_calibration,2,0,0,0,27.77,0
101.435,2,9.523809523809524,2,0,2,0,0.0,100.0,0.0,9.66,9.66,55.63,55.63,30.0,21.81,LOW,demo_calibration,2,0,0,0,21.76,0
101.602,2,9.523809523809524,2,0,2,0,0.0,100.0,0.0,9.24,9.24,60.88,60.88,30.0,21.81,LOW,demo_calibration,2,0,0,0,22.06,0
101.768,1,4.761904761904762,1,0,1,0,0.0,100.0,0.0,13.19,13.19,70.02,70.02,30.0,19.9,LOW,demo_calibration,1,0,0,0,10.01,0
101.935,1,4.761904761904762,1,0,1,0,0.0,100.0,0.0,12.58,12.58,63.05,63.05,30.0,19.9,LOW,demo_calibration,1,0,0,0,9.51,0
103.77,1,4.761904761904762,1,0,0,0,0.0,0.0,0.0,,,0.0,0.0,10.0,7.9,LOW,demo_calibration,1,0,0,0,0.0,1
103.937,1,4.761904761904762,1,1,0,0,100.0,0.0,0.0,56.86,56.86,85.63,85.63,0.0,1.9,LOW,demo_calibration,1,0,0,0,14.3,0
104.104,2,9.523809523809524,2,1,0,0,50.0,0.0,0.0,56.86,56.86,92.24,92.24,5.0,6.81,LOW,demo_calibration,2,0,0,0,16.51,1
104.271,2,9.523809523809524,2,2,0,0,100.0,0.0,0.0,40.57,40.57,82.95,82.95,0.0,3.81,LOW,demo_calibration,2,0,0,0,29.84,0
104.438,2,9.523809523809524,2,2,0,0,100.0,0.0,0.0,54.38,54.38,96.83,96.83,0.0,3.81,LOW,demo_calibration,2,0,0,0,37.35,0
104.605,2,9.523809523809524,2,2,0,0,100.0,0.0,0.0,63.84,63.84,111.06,111.06,0.0,3.81,LOW,demo_calibration,2,0,0,0,44.1,0
104.771,2,9.523809523809524,2,2,0,0,100.0,0.0,0.0,60.52,60.52,127.62,127.62,0.0,3.81,LOW,demo_calibration,2,0,0,0,46.14,0
104.938,2,9.523809523809524,2,2,0,0,100.0,0.0,0.0,61.87,61.87,148.88,148.88,0.0,3.81,LOW,demo_calibration,1,0,0,1,58.67,0
105.272,1,4.761904761904762,1,1,0,0,100.0,0.0,0.0,64.28,64.28,92.74,92.74,0.0,1.9,LOW,demo_calibration,0,0,0,1,35.78,0
105.772,1,4.761904761904762,1,0,0,0,0.0,0.0,0.0,,,0.0,0.0,10.0,7.9,LOW,demo_calibration,1,0,0,0,0.0,1
107.107,1,4.761904761904762,1,0,0,0,0.0,0.0,0.0,,,0.0,0.0,10.0,7.9,LOW,demo_calibration,1,0,0,0,0.0,1
107.274,1,4.761904761904762,1,1,0,0,100.0,0.0,0.0,43.28,43.28,80.89,80.89,0.0,1.9,LOW,demo_calibration,1,0,0,0,13.51,0
107.441,2,9.523809523809524,2,2,0,0,100.0,0.0,0.0,68.77,68.77,91.7,91.7,0.0,3.81,LOW,demo_calibration,2,0,0,0,13.9,0
107.608,1,4.761904761904762,1,1,0,0,100.0,0.0,0.0,87.81,87.81,78.75,78.75,0.0,1.9,LOW,demo_calibration,1,0,0,0,12.04,0
107.774,1,4.761904761904762,1,1,0,0,100.0,0.0,0.0,92.25,92.25,75.31,75.31,0.0,1.9,LOW,demo_calibration,1,0,0,0,11.72,0
107.941,1,4.761904761904762,1,1,0,0,100.0,0.0,0.0,91.29,91.29,64.5,64.5,0.0,1.9,LOW,demo_calibration,1,0,0,0,8.49,0
108.108,1,4.761904761904762,1,1,0,0,100.0,0.0,0.0,87.16,87.16,55.43,55.43,0.0,1.9,LOW,demo_calibration,1,0,0,0,7.5,0
108.275,1,4.761904761904762,1,1,0,0,100.0,0.0,0.0,83.36,83.36,44.69,44.69,0.0,1.9,LOW,demo_calibration,1,0,0,0,6.4,0
108.442,1,4.761904761904762,1,1,0,0,100.0,0.0,0.0,80.81,80.81,44.0,44.0,0.0,1.9,LOW,demo_calibration,1,0,0,0,8.14,0
108.609,2,9.523809523809524,2,1,0,0,50.0,0.0,0.0,80.3,80.3,45.4,45.4,5.0,6.81,LOW,demo_calibration,2,0,0,0,8.2,1
108.775,2,9.523809523809524,2,2,0,0,100.0,0.0,0.0,69.7,69.7,77.0,77.0,0.0,3.81,LOW,demo_calibration,2,0,0,0,24.33,0
108.942,1,4.761904761904762,1,1,0,0,100.0,0.0,0.0,59.32,59.32,123.22,123.22,0.0,1.9,LOW,demo_calibration,1,0,0,0,22.98,0
109.109,1,4.761904761904762,1,1,0,0,100.0,0.0,0.0,59.32,59.32,140.82,140.82,0.0,1.9,LOW,demo_calibration,1,0,0,0,29.4,0
109.276,1,4.761904761904762,1,1,0,0,100.0,0.0,0.0,59.32,59.32,175.35,175.35,0.0,1.9,LOW,demo_calibration,1,0,0,0,35.47,0
110.277,1,4.761904761904762,1,1,0,0,100.0,0.0,0.0,59.32,59.32,161.28,161.28,0.0,1.9,LOW,demo_calibration,1,0,0,0,95.52,0
110.777,1,4.761904761904762,1,0,0,0,0.0,0.0,0.0,,,0.0,0.0,10.0,7.9,LOW,demo_calibration,1,0,0,0,0.0,1
110.944,1,4.761904761904762,1,1,0,0,100.0,0.0,0.0,24.61,24.61,70.09,70.09,0.0,1.9,LOW,demo_calibration,1,0,0,0,11.7,0
112.112,1,4.761904761904762,1,1,0,0,100.0,0.0,0.0,79.98,79.98,153.91,153.91,0.0,1.9,LOW,demo_calibration,1,0,0,0,0.0,0
113.113,1,4.761904761904762,1,0,0,0,0.0,0.0,0.0,,,0.0,0.0,10.0,7.9,LOW,demo_calibration,1,0,0,0,0.0,1
113.28,1,4.761904761904762,1,0,1,0,0.0,100.0,0.0,6.05,6.05,15.27,15.27,30.0,19.9,LOW,demo_calibration,1,0,0,0,2.55,0
113.447,1,4.761904761904762,1,0,1,0,0.0,100.0,0.0,5.14,5.14,16.62,16.62,30.0,19.9,LOW,demo_calibration,1,0,0,0,3.0,0
113.78,1,4.761904761904762,1,0,0,0,0.0,0.0,0.0,,,0.0,0.0,10.0,7.9,LOW,demo_calibration,1,0,0,0,0.0,1
117.618,1,4.761904761904762,1,0,1,0,0.0,100.0,0.0,2.24,2.24,1.41,1.41,30.0,19.9,LOW,demo_calibration,1,0,0,0,5.41,0
118.618,1,4.761904761904762,1,0,1,0,0.0,100.0,0.0,3.16,3.16,1.5,1.5,30.0,19.9,LOW,demo_calibration,1,0,0,0,1.58,0
121.955,2,9.523809523809524,2,0,1,0,0.0,50.0,0.0,8.93,8.93,1.58,1.58,20.0,15.81,LOW,demo_calibration,2,0,0,0,5.85,1
122.122,1,4.761904761904762,1,0,1,0,0.0,100.0,0.0,4.82,4.82,17.84,17.84,30.0,19.9,LOW,demo_calibration,1,0,0,0,8.38,0
124.458,1,4.761904761904762,1,0,0,0,0.0,0.0,0.0,,,0.0,0.0,10.0,7.9,LOW,demo_calibration,1,0,0,0,0.0,1
124.624,1,4.761904761904762,1,1,0,0,100.0,0.0,0.0,53.01,53.01,91.81,91.81,0.0,1.9,LOW,demo_calibration,1,0,0,0,15.24,0
124.791,1,4.761904761904762,1,1,0,0,100.0,0.0,0.0,53.01,53.01,95.94,95.94,0.0,1.9,LOW,demo_calibration,1,0,0,0,16.71,0
124.958,1,4.761904761904762,1,1,0,0,100.0,0.0,0.0,53.01,53.01,90.32,90.32,0.0,1.9,LOW,demo_calibration,1,0,0,0,13.21,0
125.125,1,4.761904761904762,1,1,0,0,100.0,0.0,0.0,53.01,53.01,80.94,80.94,0.0,1.9,LOW,demo_calibration,1,0,0,0,10.63,0
125.292,1,4.761904761904762,1,1,0,0,100.0,0.0,0.0,53.01,53.01,67.34,67.34,0.0,1.9,LOW,demo_calibration,1,0,0,0,9.9,0
125.459,1,4.761904761904762,1,1,0,0,100.0,0.0,0.0,53.01,53.01,57.35,57.35,0.0,1.9,LOW,demo_calibration,1,0,0,0,8.2,0
125.792,1,4.761904761904762,1,0,1,0,0.0,100.0,0.0,2.56,2.56,0.95,0.95,30.0,19.9,LOW,demo_calibration,1,0,0,0,3.64,0
128.462,1,4.761904761904762,1,0,0,0,0.0,0.0,0.0,,,0.0,0.0,10.0,7.9,LOW,demo_calibration,0,0,0,1,0.0,1
128.629,1,4.761904761904762,1,1,0,0,100.0,0.0,0.0,42.5,42.5,237.45,237.45,0.0,1.9,LOW,demo_calibration,0,0,0,1,39.65,0
129.129,1,4.761904761904762,1,1,0,0,100.0,0.0,0.0,42.5,42.5,237.45,237.45,0.0,1.9,LOW,demo_calibration,0,0,0,1,0.0,0
129.296,1,4.761904761904762,1,1,0,0,100.0,0.0,0.0,42.5,42.5,308.87,308.87,0.0,1.9,LOW,demo_calibration,0,0,0,1,63.51,0
129.463,1,4.761904761904762,1,1,0,0,100.0,0.0,0.0,42.5,42.5,375.72,375.72,0.0,1.9,LOW,demo_calibration,0,0,0,1,61.98,0
129.63,1,4.761904761904762,1,1,0,0,100.0,0.0,0.0,42.5,42.5,350.21,350.21,0.0,1.9,LOW,demo_calibration,0,0,0,1,49.96,0
129.796,1,4.761904761904762,1,1,0,0,100.0,0.0,0.0,42.5,42.5,310.48,310.48,0.0,1.9,LOW,demo_calibration,0,0,0,1,43.34,0
129.963,1,4.761904761904762,1,1,0,0,100.0,0.0,0.0,42.5,42.5,258.13,258.13,0.0,1.9,LOW,demo_calibration,0,0,0,1,35.76,0
130.13,1,4.761904761904762,1,1,0,0,100.0,0.0,0.0,42.5,42.5,222.16,222.16,0.0,1.9,LOW,demo_calibration,0,0,0,1,31.95,0
130.297,2,9.523809523809524,2,1,0,0,50.0,0.0,0.0,42.5,42.5,186.58,186.58,5.0,6.81,LOW,demo_calibration,1,0,0,1,25.77,1
130.464,2,9.523809523809524,2,1,1,0,50.0,50.0,0.0,23.82,23.82,83.05,83.05,15.0,12.81,LOW,demo_calibration,1,0,0,1,29.91,0
130.631,1,4.761904761904762,1,1,0,0,100.0,0.0,0.0,42.5,42.5,140.46,140.46,0.0,1.9,LOW,demo_calibration,0,0,0,1,19.61,0
130.797,1,4.761904761904762,1,1,0,0,100.0,0.0,0.0,42.5,42.5,133.21,133.21,0.0,1.9,LOW,demo_calibration,0,0,0,1,22.01,0
131.131,1,4.761904761904762,1,0,1,0,0.0,100.0,0.0,5.06,5.06,3.0,3.0,30.0,19.9,LOW,demo_calibration,1,0,0,0,2.5,0
131.298,1,4.761904761904762,1,0,1,0,0.0,100.0,0.0,2.0,2.0,20.02,20.02,30.0,19.9,LOW,demo_calibration,1,0,0,0,6.18,0
132.799,1,4.761904761904762,1,0,0,0,0.0,0.0,0.0,,,0.0,0.0,10.0,7.9,LOW,demo_calibration,1,0,0,0,0.0,1
132.966,1,4.761904761904762,1,1,0,0,100.0,0.0,0.0,30.72,30.72,36.55,36.55,0.0,1.9,LOW,demo_calibration,1,0,0,0,6.1,0
133.467,2,9.523809523809524,2,0,0,0,0.0,0.0,0.0,,,0.0,0.0,10.0,9.81,LOW,demo_calibration,2,0,0,0,0.0,2
133.633,1,4.761904761904762,1,1,0,0,100.0,0.0,0.0,41.76,41.76,66.06,66.06,0.0,1.9,LOW,demo_calibration,1,0,0,0,10.97,0
133.8,1,4.761904761904762,1,1,0,0,100.0,0.0,0.0,41.76,41.76,80.37,80.37,0.0,1.9,LOW,demo_calibration,1,0,0,0,15.81,0
133.967,1,4.761904761904762,1,1,0,0,100.0,0.0,0.0,41.76,41.76,88.51,88.51,0.0,1.9,LOW,demo_calibration,1,0,0,0,17.5,0
134.134,1,4.761904761904762,1,1,0,0,100.0,0.0,0.0,41.76,41.76,104.7,104.7,0.0,1.9,LOW,demo_calibration,1,0,0,0,19.14,0
134.301,2,9.523809523809524,2,2,0,0,100.0,0.0,0.0,30.29,30.29,63.73,63.73,0.0,3.81,LOW,demo_calibration,2,0,0,0,28.99,0
134.468,1,4.761904761904762,1,1,0,0,100.0,0.0,0.0,41.76,41.76,146.24,146.24,0.0,1.9,LOW,demo_calibration,1,0,0,0,29.6,0
134.635,2,9.523809523809524,2,2,0,0,100.0,0.0,0.0,30.29,30.29,98.27,98.27,0.0,3.81,LOW,demo_calibration,2,0,0,0,45.49,0
134.801,1,4.761904761904762,1,1,0,0,100.0,0.0,0.0,18.82,18.82,27.83,27.83,0.0,1.9,LOW,demo_calibration,1,0,0,0,8.02,0
136.637,1,4.761904761904762,1,1,0,0,100.0,0.0,0.0,18.72,18.72,26.96,26.96,0.0,1.9,LOW,demo_calibration,1,0,0,0,5.1,0
136.803,1,4.761904761904762,1,1,0,0,100.0,0.0,0.0,15.34,15.34,47.16,47.16,0.0,1.9,LOW,demo_calibration,1,0,0,0,15.01,0
137.137,1,4.761904761904762,1,0,0,0,0.0,0.0,0.0,,,0.0,0.0,10.0,7.9,LOW,demo_calibration,0,0,0,1,0.0,1
137.304,1,4.761904761904762,1,1,0,0,100.0,0.0,0.0,65.51,65.51,50.9,50.9,0.0,1.9,LOW,demo_calibration,0,0,0,1,8.5,0
138.472,1,4.761904761904762,1,0,0,0,0.0,0.0,0.0,,,0.0,0.0,10.0,7.9,LOW,demo_calibration,0,0,0,1,0.0,1
138.638,1,4.761904761904762,1,1,0,0,100.0,0.0,0.0,18.36,18.36,109.93,109.93,0.0,1.9,LOW,demo_calibration,0,0,0,1,18.25,0
138.805,1,4.761904761904762,1,1,0,0,100.0,0.0,0.0,42.3,42.3,134.53,134.53,0.0,1.9,LOW,demo_calibration,0,0,0,1,26.58,0
138.972,1,4.761904761904762,1,1,0,0,100.0,0.0,0.0,42.3,42.3,147.76,147.76,0.0,1.9,LOW,demo_calibration,0,0,0,1,29.09,0
139.139,1,4.761904761904762,1,1,0,0,100.0,0.0,0.0,42.3,42.3,175.25,175.25,0.0,1.9,LOW,demo_calibration,0,0,0,1,32.13,0
139.306,1,4.761904761904762,1,1,0,0,100.0,0.0,0.0,42.3,42.3,194.48,194.48,0.0,1.9,LOW,demo_calibration,0,0,0,1,36.21,0
139.473,1,4.761904761904762,1,1,0,0,100.0,0.0,0.0,42.3,42.3,222.61,222.61,0.0,1.9,LOW,demo_calibration,0,0,0,1,43.19,0
139.639,1,4.761904761904762,1,1,0,0,100.0,0.0,0.0,42.3,42.3,255.33,255.33,0.0,1.9,LOW,demo_calibration,0,0,0,1,48.23,0
139.806,1,4.761904761904762,1,1,0,0,100.0,0.0,0.0,42.3,42.3,307.08,307.08,0.0,1.9,LOW,demo_calibration,0,0,0,1,62.14,0
139.973,1,4.761904761904762,1,1,0,0,100.0,0.0,0.0,42.3,42.3,369.53,369.53,0.0,1.9,LOW,demo_calibration,0,0,0,1,74.47,0
140.14,1,4.761904761904762,1,1,0,0,100.0,0.0,0.0,42.3,42.3,401.25,401.25,0.0,1.9,LOW,demo_calibration,0,0,0,1,64.41,0
140.307,1,4.761904761904762,1,1,0,0,100.0,0.0,0.0,42.3,42.3,358.01,358.01,0.0,1.9,LOW,demo_calibration,0,0,0,1,40.48,0
140.474,1,4.761904761904762,1,1,0,0,100.0,0.0,0.0,42.3,42.3,261.46,261.46,0.0,1.9,LOW,demo_calibration,0,0,0,1,26.1,0
140.641,1,4.761904761904762,1,1,0,0,100.0,0.0,0.0,42.3,42.3,201.35,201.35,0.0,1.9,LOW,demo_calibration,0,0,0,1,34.3,0
141.975,1,4.761904761904762,1,0,0,0,0.0,0.0,0.0,,,0.0,0.0,10.0,7.9,LOW,demo_calibration,0,0,0,1,0.0,1
142.142,1,4.761904761904762,1,0,0,0,0.0,0.0,0.0,,,0.0,0.0,10.0,7.9,LOW,demo_calibration,1,0,0,0,0.0,1
143.31,1,4.761904761904762,1,0,0,0,0.0,0.0,0.0,,,0.0,0.0,10.0,7.9,LOW,demo_calibration,1,0,0,0,0.0,1
143.477,1,4.761904761904762,1,1,0,0,100.0,0.0,0.0,17.65,17.65,32.39,32.39,0.0,1.9,LOW,demo_calibration,1,0,0,0,5.41,0
143.643,1,4.761904761904762,1,1,0,0,100.0,0.0,0.0,17.65,17.65,44.61,44.61,0.0,1.9,LOW,demo_calibration,1,0,0,0,9.43,0
143.81,2,9.523809523809524,2,1,0,1,50.0,0.0,50.0,9.21,9.21,28.27,28.27,40.0,27.81,LOW,demo_calibration,2,0,0,0,16.95,0
143.977,1,4.761904761904762,1,1,0,0,100.0,0.0,0.0,17.65,17.65,67.4,67.4,0.0,1.9,LOW,demo_calibration,1,0,0,0,12.35,0
144.144,1,4.761904761904762,1,1,0,0,100.0,0.0,0.0,17.65,17.65,73.96,73.96,0.0,1.9,LOW,demo_calibration,1,0,0,0,12.78,0
144.311,1,4.761904761904762,1,1,0,0,100.0,0.0,0.0,17.65,17.65,79.77,79.77,0.0,1.9,LOW,demo_calibration,1,0,0,0,14.84,0
144.478,1,4.761904761904762,1,1,0,0,100.0,0.0,0.0,17.65,17.65,91.11,91.11,0.0,1.9,LOW,demo_calibration,1,0,0,0,18.03,0
144.644,2,9.523809523809524,2,1,1,0,50.0,50.0,0.0,14.31,14.31,58.34,58.34,15.0,12.81,LOW,demo_calibration,2,0,0,0,32.85,0
144.811,2,9.523809523809524,2,2,0,0,100.0,0.0,0.0,18.26,18.26,76.88,76.88,0.0,3.81,LOW,demo_calibration,2,0,0,0,34.83,0
144.978,1,4.761904761904762,1,0,0,0,0.0,0.0,0.0,,,0.0,0.0,10.0,7.9,LOW,demo_calibration,1,0,0,0,0.0,1
145.812,1,4.761904761904762,1,0,0,0,0.0,0.0,0.0,,,0.0,0.0,10.0,7.9,LOW,demo_calibration,1,0,0,0,0.0,1
145.979,1,4.761904761904762,1,0,1,0,0.0,100.0,0.0,9.83,9.83,7.8,7.8,30.0,19.9,LOW,demo_calibration,1,0,0,0,7.81,0
146.146,2,9.523809523809524,2,0,1,0,0.0,50.0,0.0,2.49,2.49,30.09,30.09,20.0,15.81,LOW,demo_calibration,2,0,0,0,8.75,1
146.48,2,9.523809523809524,2,0,1,0,0.0,50.0,0.0,6.76,6.76,24.63,24.63,20.0,15.81,LOW,demo_calibration,2,0,0,0,11.1,1
149.149,1,4.761904761904762,1,0,0,0,0.0,0.0,0.0,,,0.0,0.0,10.0,7.9,LOW,demo_calibration,1,0,0,0,0.0,1
149.316,1,4.761904761904762,1,1,0,0,100.0,0.0,0.0,40.57,40.57,52.97,52.97,0.0,1.9,LOW,demo_calibration,1,0,0,0,8.85,0
149.483,1,4.761904761904762,1,1,0,0,100.0,0.0,0.0,68.79,68.79,54.01,54.01,0.0,1.9,LOW,demo_calibration,1,0,0,0,9.19,0
149.649,2,9.523809523809524,2,1,0,0,50.0,0.0,0.0,77.42,77.42,55.29,55.29,5.0,6.81,LOW,demo_calibration,2,0,0,0,9.6,1
149.816,2,9.523809523809524,2,2,0,0,100.0,0.0,0.0,68.23,68.23,70.03,70.03,0.0,3.81,LOW,demo_calibration,2,0,0,0,24.92,0
149.983,2,9.523809523809524,2,2,0,0,100.0,0.0,0.0,70.31,70.31,81.42,81.42,0.0,3.81,LOW,demo_calibration,2,0,0,0,31.2,0
150.15,2,9.523809523809524,2,2,0,0,100.0,0.0,0.0,72.55,72.55,89.57,89.57,0.0,3.81,LOW,demo_calibration,2,0,0,0,33.63,0
150.317,2,9.523809523809524,2,2,0,0,100.0,0.0,0.0,74.02,74.02,102.24,102.24,0.0,3.81,LOW,demo_calibration,2,0,0,0,37.61,0
