zone_id,week,zone_type,population_density,vehicle_density,congestion,average_speed,congestion_trend_4w,actual_incident,predicted_risk_probability,model_name,risk_score,population_exposure_score,vehicle_exposure_score,temporal_trend_score,priority_score,priority_rank,priority_level,location_name,city,latitude,longitude
Zone_20,51,Commercial_Downtown,3700,22.39,15.6,56.17,-1.813,0,0.3231,Random Forest Classifier,32.31,16.80436812989439,26.282427514966543,46.507474276839446,29.357698676992825,207,LOW,Vasant Kunj,Delhi,28.5293,77.1541
Zone_20,52,Commercial_Downtown,3700,23.75,15.84,59.99,2.863,0,0.159,Random Forest Classifier,15.9,16.80436812989439,27.87885902101186,64.6631721995729,25.836339666611906,222,LOW,Vasant Kunj,Delhi,28.5293,77.1541
Zone_21,47,Residential,11645,52.18,42.2,52.03,-2.294,0,0.3828,Random Forest Classifier,38.279999999999994,73.88461814785545,61.251320577532574,44.63987575228111,52.72940001531255,70,MODERATE,Janakpuri,Delhi,28.6219,77.0878
Zone_21,48,Residential,11645,51.06,36.06,56.54,-4.84,0,0.2732,Random Forest Classifier,27.32,73.88461814785545,59.93661227843644,34.7544166181324,46.599639485371014,110,MODERATE,Janakpuri,Delhi,28.6219,77.0878
Zone_21,49,Residential,11645,59.47,66.65,33.13,0.418,0,0.7934,Random Forest Classifier,79.34,73.88461814785545,69.80866298861369,55.16986992816928,72.444367623912,29,HIGH,Janakpuri,Delhi,28.6219,77.0878
Zone_21,50,Residential,11645,59.85,69.39,32.92,9.208,1,0.8695,Random Forest Classifier,86.95,73.88461814785545,70.25472473294988,89.2991652106387,80.69697426514965,15,CRITICAL,Janakpuri,Delhi,28.6219,77.0878
Zone_21,51,Residential,11645,61.64,72.85,31.66,11.216,1,0.8192,Random Forest Classifier,81.92,73.88461814785545,72.35591031811246,97.09570957095708,80.27469303622992,17,CRITICAL,Janakpuri,Delhi,28.6219,77.0878
Zone_21,52,Residential,11645,66.8,55.53,45.21,11.311,0,0.6559,Random Forest Classifier,65.59,73.88461814785545,78.41295926751965,97.4645699864104,75.00943188842936,26,CRITICAL,Janakpuri,Delhi,28.6219,77.0878
Zone_22,47,University_District,7570,50.15,31.64,59.44,0.298,1,0.3584,Random Forest Classifier,35.839999999999996,44.60808966161362,58.868411785420825,54.70394098233352,45.467295919837596,121,MODERATE,Pitampura,Delhi,28.7033,77.1322
Zone_22,48,University_District,7570,56.07,41.05,54.25,1.231,0,0.3749,Random Forest Classifier,37.49,44.60808966161362,65.81758422350042,58.32653853620656,48.06052004053447,103,MODERATE,Pitampura,Delhi,28.7033,77.1322
Zone_22,49,University_District,7570,50.88,52.19,39.93,6.317,0,0.7107,Random Forest Classifier,71.07,44.60808966161362,59.72531987322456,78.07416035721218,63.23621044363014,44,HIGH,Pitampura,Delhi,28.7033,77.1322
Zone_22,50,University_District,7570,53.22,38.83,52.51,8.219,0,0.3214,Random Forest Classifier,32.14,44.60808966161362,62.472121140978984,85.45913414870897,49.32131676590554,90,MODERATE,Pitampura,Delhi,28.7033,77.1322
Zone_22,51,University_District,7570,55.81,39.61,54.84,3.271,0,0.4419,Random Forest Classifier,44.190000000000005,44.60808966161362,65.5123840826388,66.24733061541448,51.86759882424334,75,MODERATE,Pitampura,Delhi,28.7033,77.1322
Zone_22,52,University_District,7570,57.09,40.08,54.07,-1.768,0,0.3814,Random Forest Classifier,38.14,44.60808966161362,67.0149078530344,46.682197631527856,46.813333630739464,109,MODERATE,Pitampura,Delhi,28.7033,77.1322
Zone_23,47,Suburban_LowDensity,2228,0.0,3.24,67.09,-4.579,0,0.2342,Random Forest Classifier,23.419999999999998,6.2288957540053165,0.0,35.767812075325175,16.290395749800105,292,LOW,Shahdara,Delhi,28.673,77.2891
Zone_23,48,Suburban_LowDensity,2228,0.0,6.32,56.0,-5.351,0,0.2015,Random Forest Classifier,20.150000000000002,6.2288957540053165,0.0,32.77033585711512,14.532774317068597,300,LOW,Shahdara,Delhi,28.673,77.2891
Zone_23,49,Suburban_LowDensity,2228,2.7,4.71,62.69,-1.698,0,0.182,Random Forest Classifier,18.2,6.2288957540053165,3.16938607817819,46.95398951659872,16.514199581626777,289,LOW,Shahdara,Delhi,28.673,77.2891
Zone_23,50,Suburban_LowDensity,2228,5.04,5.77,65.72,1.244,1,0.1536,Random Forest Classifier,15.36,6.2288957540053165,5.916187345932621,58.377014172005424,17.641013533488668,282,LOW,Shahdara,Delhi,28.673,77.2891
Zone_23,51,Suburban_LowDensity,2228,9.51,6.93,60.71,0.598,0,0.1392,Random Forest Classifier,13.919999999999998,6.2288957540053165,11.163282075360959,55.868763346922925,17.738194855611958,281,LOW,Shahdara,Delhi,28.673,77.2891
Zone_23,52,Suburban_LowDensity,2228,12.53,7.77,65.31,0.289,0,0.1441,Random Forest Classifier,14.41,6.2288957540053165,14.708299096138045,54.668996311395844,18.463233204438318,276,LOW,Shahdara,Delhi,28.673,77.2891
Zone_24,47,Commercial_Downtown,8634,32.87,17.61,61.21,-1.865,0,0.2118,Random Forest Classifier,21.18,52.25231697679431,38.58434088508041,46.305571733643944,36.19778318126125,169,MODERATE,Nehru Place,Delhi,28.5491,77.2519
Zone_24,48,Commercial_Downtown,8634,31.07,16.31,53.82,0.21,0,0.2909,Random Forest Classifier,29.09,52.25231697679431,36.471416832961616,54.3622597553873,40.147701574098996,148,MODERATE,Nehru Place,Delhi,28.5491,77.2519
Zone_24,49,Commercial_Downtown,8634,30.2,21.83,50.99,1.146,0,0.3075,Random Forest Classifier,30.75,52.25231697679431,35.45017020777087,57.99650553290623,41.15258911568869,142,MODERATE,Nehru Place,Delhi,28.5491,77.2519
Zone_24,50,Commercial_Downtown,8634,26.77,20.61,54.94,3.26,0,0.2221,Random Forest Classifier,22.21,52.25231697679431,31.423876041788944,66.20462046204621,38.162547521863296,155,MODERATE,Nehru Place,Delhi,28.5491,77.2519
Zone_24,51,Commercial_Downtown,8634,21.38,17.45,53.99,1.452,0,0.1911,Random Forest Classifier,19.11,52.25231697679431,25.096842352388776,59.184624344787416,34.604141366394444,187,LOW,Nehru Place,Delhi,28.5491,77.2519
Zone_24,52,Commercial_Downtown,8634,14.1,4.95,64.8,0.22,0,0.1708,Random Forest Classifier,17.080000000000002,52.25231697679431,16.55123840826388,54.40108716754028,31.365490000982394,200,LOW,Nehru Place,Delhi,28.5491,77.2519
Zone_25,47,Residential,10790,39.04,31.03,58.37,3.464,1,0.3178,Random Forest Classifier,31.78,67.74193548387096,45.826974997065385,66.99669966996699,48.86238382087586,95,MODERATE,Okhla,Delhi,28.5355,77.264
Zone_25,48,Residential,10790,40.6,27.93,57.66,4.81,0,0.2763,Random Forest Classifier,27.63,67.74193548387096,47.658175842235,72.22286934575808,48.352549441278455,102,MODERATE,Okhla,Delhi,28.5355,77.264
Zone_25,49,Residential,10790,41.71,46.62,45.85,1.23,1,0.6504,Random Forest Classifier,65.03999999999999,67.74193548387096,48.961145674374926,58.32265579499126,61.49211137509141,49,HIGH,Okhla,Delhi,28.5355,77.264
Zone_25,50,Residential,10790,35.12,21.17,58.39,3.953,0,0.2062,Random Forest Classifier,20.62,67.74193548387096,41.2254959502289,68.8953601242477,43.762887079650675,132,MODERATE,Okhla,Delhi,28.5355,77.264
Zone_25,51,Residential,10790,39.99,31.18,58.94,-1.089,0,0.2978,Random Forest Classifier,29.78,67.74193548387096,46.94212935790586,49.3185789167152,45.633696580056196,118,MODERATE,Okhla,Delhi,28.5355,77.264
Zone_25,52,Residential,10790,35.02,21.51,58.96,-1.57,0,0.2031,Random Forest Classifier,20.31,67.74193548387096,41.10811128066675,47.45098039215686,40.39875318592462,146,MODERATE,Okhla,Delhi,28.5355,77.264
Zone_26,47,University_District,7678,34.79,30.07,50.59,3.391,0,0.3697,Random Forest Classifier,36.97,45.384007471801134,40.838126540673784,66.71325956125025,44.30861611027258,129,MODERATE,Hazratganj,Lucknow,26.85,80.949
Zone_26,48,University_District,7678,36.92,34.74,46.3,2.281,0,0.5332,Random Forest Classifier,53.32,45.384007471801134,43.338420002347696,62.403416812269455,50.70219839026025,82,MODERATE,Hazratganj,Lucknow,26.85,80.949
Zone_26,49,University_District,7678,35.48,20.62,58.43,2.464,0,0.1537,Random Forest Classifier,15.370000000000001,45.384007471801134,41.648080760652654,63.11395845466898,35.29071178828116,181,MODERATE,Hazratganj,Lucknow,26.85,80.949
Zone_26,50,University_District,7678,34.3,23.28,62.68,-5.488,0,0.2413,Random Forest Classifier,24.13,45.384007471801134,40.26294165981923,32.2384003106193,33.88635024650703,194,LOW,Hazratganj,Lucknow,26.85,80.949
Zone_26,51,University_District,7678,35.85,22.35,60.61,-3.449,0,0.2603,Random Forest Classifier,26.029999999999998,45.384007471801134,42.082404038032635,40.15530964861192,36.1977791228486,170,MODERATE,Hazratganj,Lucknow,26.85,80.949
Zone_26,52,University_District,7678,35.57,23.18,61.04,-3.451,0,0.2506,Random Forest Classifier,25.06,45.384007471801134,41.7537269632586,40.14754416618132,35.74287888552921,177,MODERATE,Hazratganj,Lucknow,26.85,80.949
Zone_27,47,Suburban_LowDensity,4357,5.15,8.17,65.89,0.053,0,0.1656,Random Forest Classifier,16.56,21.524534808535094,6.045310482450993,53.752669384585516,21.277096206311796,254,LOW,Gomti Nagar,Lucknow,26.8467,81.0078
Zone_27,48,Suburban_LowDensity,4357,12.27,8.86,64.53,-0.612,0,0.1969,Random Forest Classifier,19.689999999999998,21.524534808535094,14.403098955276441,51.170646476412344,23.81335046465091,233,LOW,Gomti Nagar,Lucknow,26.8467,81.0078
Zone_27,49,Suburban_LowDensity,4357,12.53,7.64,65.79,-0.394,0,0.1653,Random Forest Classifier,16.53,21.524534808535094,14.708299096138045,52.017084061347305,22.73735613056348,238,LOW,Gomti Nagar,Lucknow,26.8467,81.0078
Zone_27,50,Suburban_LowDensity,4357,18.67,14.57,55.53,0.195,0,0.3338,Random Forest Classifier,33.379999999999995,21.524534808535094,21.915717807254374,54.30401863715784,31.261880059158322,202,LOW,Gomti Nagar,Lucknow,26.8467,81.0078
Zone_27,51,Suburban_LowDensity,4357,13.74,11.47,61.66,1.798,0,0.0957,Random Forest Classifier,9.569999999999999,21.524534808535094,16.128653597840124,60.52805280528052,21.514072342493876,250,LOW,Gomti Nagar,Lucknow,26.8467,81.0078
Zone_27,52,Suburban_LowDensity,4357,17.94,9.68,54.91,1.476,0,0.1713,Random Forest Classifier,17.130000000000003,21.524534808535094,21.05880971945064,59.27781013395457,25.336567166117085,225,LOW,Gomti Nagar,Lucknow,26.8467,81.0078
Zone_28,47,Highway_Junction,1845,7.08,4.93,64.2,2.532,0,0.1179,Random Forest Classifier,11.790000000000001,3.4772612975070047,8.310834605000588,63.37798485730926,16.754179973973258,288,LOW,Aliganj,Lucknow,26.886,80.9462
Zone_28,48,Highway_Junction,1845,0.0,6.07,63.99,-1.025,0,0.2205,Random Forest Classifier,22.05,3.4772612975070047,0.0,49.56707435449427,17.12437647755089,283,LOW,Aliganj,Lucknow,26.886,80.9462
Zone_28,49,Highway_Junction,1845,3.88,7.84,54.78,-2.686,0,0.1956,Random Forest Classifier,19.56,3.4772612975070047,4.5545251790116215,43.117841195884296,16.07189653956172,295,LOW,Aliganj,Lucknow,26.886,80.9462
Zone_28,50,Highway_Junction,1845,11.63,4.24,63.33,-1.104,0,0.1462,Random Forest Classifier,14.62,3.4772612975070047,13.651837070078649,49.26033779848573,16.83673340816534,285,LOW,Aliganj,Lucknow,26.886,80.9462
Zone_28,51,Highway_Junction,1845,4.65,2.45,63.19,-0.03,0,0.1697,Random Forest Classifier,16.97,3.4772612975070047,5.458387134640216,53.43040186371578,16.763553030862163,287,LOW,Aliganj,Lucknow,26.886,80.9462
Zone_28,52,Highway_Junction,1845,2.31,6.02,62.47,-1.446,0,0.1944,Random Forest Classifier,19.439999999999998,3.4772612975070047,2.711585866885785,47.93244030285381,16.37749854318198,291,LOW,Aliganj,Lucknow,26.886,80.9462
Zone_29,47,Residential,13450,38.74,14.89,62.56,3.032,0,0.2116,Random Forest Classifier,21.16,86.85250377182268,45.47482098837892,65.31935546495825,49.069993460375194,91,MODERATE,Indira Nagar,Lucknow,26.88,81.0
Zone_29,48,Residential,13450,34.93,22.4,60.91,-1.431,0,0.3398,Random Forest Classifier,33.98,86.85250377182268,41.00246507806081,47.99068142108327,50.70422117173032,81,MODERATE,Indira Nagar,Lucknow,26.88,81.0
Zone_29,49,Residential,13450,37.73,28.94,48.53,-0.02,0,0.3979,Random Forest Classifier,39.79,86.85250377182268,44.28923582580115,53.469229275868756,54.50735749949621,63,MODERATE,Indira Nagar,Lucknow,26.88,81.0
Zone_29,50,Residential,13450,39.07,27.69,49.32,2.431,1,0.3721,Random Forest Classifier,37.21,86.85250377182268,45.862190397934036,62.98582799456416,55.21743822172711,62,HIGH,Indira Nagar,Lucknow,26.88,81.0
Zone_29,51,Residential,13450,40.21,17.3,58.37,4.494,0,0.1478,Random Forest Classifier,14.78,86.85250377182268,47.2003756309426,70.99592312172392,47.71458953740278,105,MODERATE,Indira Nagar,Lucknow,26.88,81.0
Zone_29,52,Residential,13450,40.96,22.02,59.75,-1.655,1,0.2531,Random Forest Classifier,25.31,86.85250377182268,48.08076065265877,47.120947388856536,48.521420181815905,99,MODERATE,Indira Nagar,Lucknow,26.88,81.0
Zone_30,47,Highway_Junction,2448,25.4,17.59,60.34,2.39,0,0.1911,Random Forest Classifier,19.11,7.809469071053956,29.815706068787417,62.82663560473695,24.983503822231512,228,LOW,Charbagh,Lucknow,26.8315,80.923
Zone_30,48,Highway_Junction,2448,25.18,19.74,53.69,1.925,0,0.2635,Random Forest Classifier,26.35,7.809469071053956,29.557459795750674,61.02116093962338,27.55703336785713,217,LOW,Charbagh,Lucknow,26.8315,80.923
Zone_30,49,Highway_Junction,2448,31.57,22.39,59.38,2.451,0,0.249,Random Forest Classifier,24.9,7.809469071053956,37.05834018077239,63.06348281887012,28.783557726748484,210,LOW,Charbagh,Lucknow,26.8315,80.923
Zone_30,50,Highway_Junction,2448,31.18,31.15,48.95,1.115,0,0.4322,Random Forest Classifier,43.22,7.809469071053956,36.60053996947998,57.87614055523199,35.24189634494428,182,MODERATE,Charbagh,Lucknow,26.8315,80.923
Zone_30,51,Highway_Junction,2448,27.27,15.62,60.85,4.333,0,0.1624,Random Forest Classifier,16.24,7.809469071053956,32.01079938959972,70.37080178606097,25.406147413592578,224,LOW,Charbagh,Lucknow,26.8315,80.923
Zone_30,52,Highway_Junction,2448,30.57,22.45,57.37,-0.36,0,0.3083,Random Forest Classifier,30.830000000000002,7.809469071053956,35.88449348515084,52.149097262667446,29.283630554193774,208,LOW,Charbagh,Lucknow,26.8315,80.923
Zone_31,47,Commercial_Downtown,9364,47.52,68.73,43.02,-3.314,1,0.7822,Random Forest Classifier,78.22,57.496946619728426,55.781194975936145,40.67947971267715,62.92039760702091,45,HIGH,Alambagh,Lucknow,26.813,80.918
Zone_31,48,Commercial_Downtown,9364,46.78,64.87,44.5,-4.359,1,0.7683,Random Forest Classifier,76.83,57.496946619728426,54.9125484211762,36.62201514269074,61.58204861057096,47,HIGH,Alambagh,Lucknow,26.813,80.918
Zone_31,49,Commercial_Downtown,9364,46.57,90.7,24.27,-5.758,1,0.9348,Random Forest Classifier,93.47999999999999,57.496946619728426,54.66604061509567,31.19006018248884,67.37795380532457,36,HIGH,Alambagh,Lucknow,26.813,80.918
Zone_31,50,Commercial_Downtown,9364,57.54,100.0,18.15,4.969,1,0.9024,Random Forest Classifier,90.24,57.496946619728426,67.54313886606408,72.84022519899048,74.90489820799348,27,HIGH,Alambagh,Lucknow,26.813,80.918
Zone_31,51,Commercial_Downtown,9364,58.24,98.71,18.46,11.964,1,0.9516,Random Forest Classifier,95.16,57.496946619728426,68.36483155299918,100.0,81.11120296553194,13,CRITICAL,Alambagh,Lucknow,26.813,80.918
Zone_31,52,Commercial_Downtown,9364,60.58,100.0,20.52,11.082,1,0.9398,Random Forest Classifier,93.97999999999999,57.496946619728426,71.11163282075361,96.57542224810716,80.6748765562989,16,CRITICAL,Alambagh,Lucknow,26.813,80.918
Zone_32,47,Commercial_Downtown,7248,28.93,16.02,63.23,-0.778,0,0.2628,Random Forest Classifier,26.279999999999998,42.29470507938789,33.95938490433149,50.52611143467287,35.4564699659142,179,MODERATE,Mahanagar,Lucknow,26.8755,80.9595
Zone_32,48,Commercial_Downtown,7248,24.76,15.41,61.88,-0.284,0,0.264,Random Forest Classifier,26.400000000000002,42.29470507938789,29.06444418358963,52.44418559503008,34.81319294581941,186,LOW,Mahanagar,Lucknow,26.8755,80.9595
Zone_32,49,Commercial_Downtown,7248,27.1,20.99,51.97,-2.321,0,0.3246,Random Forest Classifier,32.46,42.29470507938789,31.811245451344057,44.53504173946806,36.60018162103599,165,MODERATE,Mahanagar,Lucknow,26.8755,80.9595
Zone_32,50,Commercial_Downtown,7248,23.6,14.63,61.69,-0.034,0,0.1723,Random Forest Classifier,17.23,42.29470507938789,27.702782016668625,53.41487089885458,31.018463308008883,203,LOW,Mahanagar,Lucknow,26.8755,80.9595
Zone_32,51,Commercial_Downtown,7248,15.74,12.57,63.88,0.141,0,0.1874,Random Forest Classifier,18.740000000000002,42.29470507938789,18.476346989083225,54.09435061153174,29.87909825939338,206,LOW,Mahanagar,Lucknow,26.8755,80.9595
Zone_32,52,Commercial_Downtown,7248,12.25,6.93,62.79,-1.488,0,0.1822,Random Forest Classifier,18.22,42.29470507938789,14.37962202136401,47.769365171811295,27.90300544989147,215,LOW,Mahanagar,Lucknow,26.8755,80.9595
Zone_33,47,Commercial_Downtown,6945,23.66,14.25,61.78,-1.83,0,0.2681,Random Forest Classifier,26.810000000000002,40.11782455636181,27.773212818405916,46.44146767617938,33.27431885419854,197,LOW,Aminabad,Lucknow,26.8465,80.94
Zone_33,48,Commercial_Downtown,6945,29.33,22.89,63.01,-0.428,0,0.2746,Random Forest Classifier,27.46,40.11782455636181,34.42892358258011,51.88507086002717,35.68200148461055,178,MODERATE,Aminabad,Lucknow,26.8465,80.94
Zone_33,49,Commercial_Downtown,6945,32.85,37.28,45.03,0.303,1,0.507,Random Forest Classifier,50.7,40.11782455636181,38.56086395116798,54.72335468841002,46.23013213258555,114,MODERATE,Aminabad,Lucknow,26.8465,80.94
Zone_33,50,Commercial_Downtown,6945,27.55,15.73,62.24,4.758,0,0.1701,Random Forest Classifier,17.01,40.11782455636181,32.33947646437375,72.0209668025626,34.10449645234959,192,LOW,Aminabad,Lucknow,26.8465,80.94
Zone_33,51,Commercial_Downtown,6945,24.47,16.69,61.06,1.883,0,0.2527,Random Forest Classifier,25.27,40.11782455636181,28.724028641859373,60.85808580858085,35.010974738749454,185,MODERATE,Aminabad,Lucknow,26.8465,80.94
Zone_33,52,Commercial_Downtown,6945,33.47,25.5,59.03,-4.015,0,0.3497,Random Forest Classifier,34.97,40.11782455636181,39.28864890245334,37.95767812075324,37.56883763769411,160,MODERATE,Aminabad,Lucknow,26.8465,80.94
Zone_34,47,Industrial_Corridor,3320,43.81,46.44,53.49,2.448,1,0.5287,Random Forest Classifier,52.87,14.074286945901285,51.42622373518019,63.05183459522422,44.40959167279499,128,MODERATE,Chinhat,Lucknow,26.884,81.05
Zone_34,48,Industrial_Corridor,3320,45.79,53.15,48.61,1.454,1,0.5856,Random Forest Classifier,58.56,14.074286945901285,53.750440192510865,59.192389827218015,46.571518249060205,111,MODERATE,Chinhat,Lucknow,26.884,81.05
Zone_34,49,Industrial_Corridor,3320,40.88,68.71,34.46,-0.545,0,0.8033,Random Forest Classifier,80.33,14.074286945901285,47.986852917009045,51.43079013783731,52.962560840552726,69,MODERATE,Chinhat,Lucknow,26.884,81.05
Zone_34,50,Industrial_Corridor,3320,41.97,67.57,34.58,6.698,1,0.861,Random Forest Classifier,86.1,14.074286945901285,49.26634581523653,79.55348476024072,59.744863613558735,51,HIGH,Chinhat,Lucknow,26.884,81.05
Zone_34,51,Industrial_Corridor,3320,41.09,46.42,52.65,7.895,0,0.6028,Random Forest Classifier,60.28,14.074286945901285,48.23336072308957,84.20112599495243,49.9074127803361,87,MODERATE,Chinhat,Lucknow,26.884,81.05
Zone_34,52,Industrial_Corridor,3320,44.95,81.5,28.9,-2.133,1,0.908,Random Forest Classifier,90.8,14.074286945901285,52.76440896818876,45.26499708794409,57.18120309330469,57,HIGH,Chinhat,Lucknow,26.884,81.05
Zone_35,47,Residential,15280,30.6,12.27,60.73,-1.736,0,0.1934,Random Forest Classifier,19.34,100.0,35.919708886019485,46.80644535041739,46.940908579766514,108,MODERATE,Jankipuram,Lucknow,26.93,80.94
Zone_35,48,Residential,15280,32.41,26.93,52.05,-0.814,0,0.3053,Random Forest Classifier,30.53,100.0,38.04437140509449,50.38633275092215,52.37882419365722,73,MODERATE,Jankipuram,Lucknow,26.93,80.94
Zone_35,49,Residential,15280,30.1,16.78,63.42,3.633,0,0.1555,Random Forest Classifier,15.55,100.0,35.33278553820871,67.65288293535235,48.434489547944594,100,MODERATE,Jankipuram,Lucknow,26.93,80.94
Zone_35,50,Residential,15280,26.42,15.3,54.54,3.692,0,0.2115,Random Forest Classifier,21.15,100.0,31.013029698321404,67.88196466705494,49.844900639722525,88,MODERATE,Jankipuram,Lucknow,26.93,80.94
Zone_35,51,Residential,15280,25.21,13.88,62.65,-0.106,0,0.1857,Random Forest Classifier,18.57,100.0,29.59267519661932,53.135313531353134,46.31683206902683,113,MODERATE,Jankipuram,Lucknow,26.93,80.94
Zone_35,52,Residential,15280,27.5,16.36,64.17,-4.063,0,0.1882,Random Forest Classifier,18.82,100.0,32.280784129592675,37.77130654241895,44.64985280728138,126,MODERATE,Jankipuram,Lucknow,26.93,80.94
Zone_36,47,Residential,12737,39.38,32.64,55.94,9.87,0,0.4509,Random Forest Classifier,45.09,81.73000933975142,46.226082873576715,91.86953989516599,61.494149893928096,48,HIGH,Rajajipuram,Lucknow,26.833,80.89
Zone_36,48,Residential,12737,42.96,36.72,54.36,-5.537,0,0.5139,Random Forest Classifier,51.39,81.73000933975142,50.42845404390187,32.048145991069696,55.881415042378684,59,HIGH,Rajajipuram,Lucknow,26.833,80.89
Zone_36,49,Residential,12737,37.05,25.83,58.07,-13.791,0,0.3725,Random Forest Classifier,37.25,81.73000933975142,43.49102007277849,0.0,44.030706349493556,130,MODERATE,Rajajipuram,Lucknow,26.833,80.89
Zone_36,50,Residential,12737,41.07,42.61,55.31,-9.321,1,0.4617,Random Forest Classifier,46.17,81.73000933975142,48.209883789177134,17.355853232382064,51.145857077630595,78,MODERATE,Rajajipuram,Lucknow,26.833,80.89
Zone_36,51,Residential,12737,46.45,60.6,34.08,1.902,1,0.7387,Random Forest Classifier,73.87,81.73000933975142,54.525179011621084,60.93185789167151,70.02531682101281,31,HIGH,Rajajipuram,Lucknow,26.833,80.89
Zone_36,52,Residential,12737,47.3,59.07,35.71,8.842,1,0.7747,Random Forest Classifier,77.47,81.73000933975142,55.5229487028994,87.87808192583965,75.70680436439368,25,CRITICAL,Rajajipuram,Lucknow,26.833,80.89
Zone_37,47,Residential,11474,41.56,30.67,48.56,-0.64,0,0.398,Random Forest Classifier,39.800000000000004,72.65608161505855,48.7850686700317,51.061929722383994,51.50032359612858,77,MODERATE,Vrindavan Yojana,Lucknow,26.79,81.0
Zone_37,48,Residential,11474,45.98,23.21,60.18,3.327,0,0.2491,Random Forest Classifier,24.91,72.65608161505855,53.97347106467895,66.46476412347117,48.8924292352211,94,MODERATE,Vrindavan Yojana,Lucknow,26.79,81.0
Zone_37,49,Residential,11474,37.29,25.18,50.7,3.009,0,0.343,Random Forest Classifier,34.300000000000004,72.65608161505855,43.77274327972766,65.2300524170064,50.42307692226113,83,MODERATE,Vrindavan Yojana,Lucknow,26.79,81.0
Zone_37,50,Residential,11474,42.03,19.76,60.7,1.036,0,0.1607,Random Forest Classifier,16.07,72.65608161505855,49.33677661697383,57.56940399922345,43.094786327042925,135,MODERATE,Vrindavan Yojana,Lucknow,26.79,81.0
Zone_37,51,Residential,11474,46.15,21.47,58.83,-3.076,0,0.2451,Random Forest Classifier,24.51,72.65608161505855,54.173025002934615,41.60357212191807,45.04316122263928,122,MODERATE,Vrindavan Yojana,Lucknow,26.79,81.0
Zone_37,52,Residential,11474,46.77,22.03,61.07,-1.064,0,0.2954,Random Forest Classifier,29.54,72.65608161505855,54.90080995421999,49.41564744709765,48.372529511673285,101,MODERATE,Vrindavan Yojana,Lucknow,26.79,81.0
Zone_38,47,Commercial_Downtown,9035,36.5,11.7,64.08,-6.598,0,0.2469,Random Forest Classifier,24.69,55.13327106832387,42.845404390186644,27.928557561638517,36.41768227936408,167,MODERATE,T. Nagar,Chennai,13.0418,80.2341
Zone_38,48,Commercial_Downtown,9035,44.69,21.59,60.56,-9.357,0,0.2868,Random Forest Classifier,28.68,55.13327106832387,52.45920882732715,17.216074548631337,38.3295707148411,154,MODERATE,T. Nagar,Chennai,13.0418,80.2341
Zone_38,49,Commercial_Downtown,9035,53.64,28.87,57.58,-0.626,0,0.3327,Random Forest Classifier,33.269999999999996,55.13327106832387,62.96513675314004,51.116288099398176,47.351788332618696,106,MODERATE,T. Nagar,Chennai,13.0418,80.2341
Zone_38,50,Commercial_Downtown,9035,49.13,25.99,54.04,5.18,0,0.3389,Random Forest Classifier,33.89,55.13327106832387,57.67108815588684,73.65948359541837,49.922457937571096,86,MODERATE,T. Nagar,Chennai,13.0418,80.2341
Zone_38,51,Commercial_Downtown,9035,51.11,25.52,59.99,5.015,1,0.3398,Random Forest Classifier,33.98,55.13327106832387,59.99530461321751,73.0188312948942,50.3272033839586,84,MODERATE,T. Nagar,Chennai,13.0418,80.2341
Zone_38,52,Commercial_Downtown,9035,46.63,27.03,58.27,0.891,0,0.3664,Random Forest Classifier,36.64,55.13327106832387,54.73647141683296,57.00640652300524,47.93757302889834,104,MODERATE,T. Nagar,Chennai,13.0418,80.2341
Zone_39,47,Industrial_Corridor,2566,30.01,35.85,56.16,3.13,0,0.3674,Random Forest Classifier,36.74,8.657231122925497,35.22713933560277,65.69986410405745,33.76071526346055,195,LOW,Anna Nagar,Chennai,13.085,80.2101
Zone_39,48,Industrial_Corridor,2566,35.0,43.21,52.88,-1.509,0,0.5502,Random Forest Classifier,55.02,8.657231122925497,41.08463434675432,47.687827606290035,39.54240879102575,151,MODERATE,Anna Nagar,Chennai,13.085,80.2101
Zone_39,49,Industrial_Corridor,2566,29.13,32.84,54.24,-1.395,0,0.3645,Random Forest Classifier,36.449999999999996,8.657231122925497,34.194154243455806,48.13046010483401,30.802707645147635,204,LOW,Anna Nagar,Chennai,13.085,80.2101
Zone_39,50,Industrial_Corridor,2566,26.53,29.8,55.94,-2.282,0,0.3202,Random Forest Classifier,32.019999999999996,8.657231122925497,31.14215283483977,44.68646864686468,27.90370864472903,214,LOW,Anna Nagar,Chennai,13.085,80.2101
Zone_39,51,Industrial_Corridor,2566,39.85,57.46,48.92,-2.852,0,0.5494,Random Forest Classifier,54.94,8.657231122925497,46.777790820518845,42.47330615414482,39.86686186795687,150,MODERATE,Anna Nagar,Chennai,13.085,80.2101
Zone_39,52,Industrial_Corridor,2566,33.86,64.0,34.44,3.971,0,0.7402,Random Forest Classifier,74.02,8.657231122925497,39.74644911374575,68.96524946612308,50.066385023398986,85,MODERATE,Anna Nagar,Chennai,13.085,80.2101
Zone_40,47,University_District,7930,48.4,50.02,50.16,-2.838,0,0.6812,Random Forest Classifier,68.12,47.194482362238666,56.81418006808311,42.52766453115899,56.78860628385014,58,HIGH,Velachery,Chennai,12.9815,80.218
Zone_40,48,University_District,7930,47.49,75.35,34.13,-2.587,1,0.8534,Random Forest Classifier,85.34,47.194482362238666,55.745979575067494,43.50223257619879,63.609151392002985,43,HIGH,Velachery,Chennai,12.9815,80.218
