timestamp_seconds,frame_number,track_id,vehicle_type,center_x,center_y,bbox_width,bbox_height
6.0,180,10,car,392.0,986.0,104,134
6.0,180,16,bus,100.5,1031.0,201,306
6.0,180,70,car,626.5,1279.0,137,164
6.0,180,72,car,286.5,811.0,63,65
6.0,180,73,bus,151.0,791.0,146,141
6.0,180,77,car,278.0,728.0,62,56
6.0,180,78,truck,573.5,1081.0,147,160
6.0,180,79,car,336.0,747.0,58,54
6.0,180,83,car,382.0,839.0,72,77
6.0,180,87,car,356.5,702.0,61,47
6.0,180,9,car,493.0,792.0,60,70
6.0,180,23,car,391.0,775.0,62,66
6.167,185,4,car,130.5,1173.0,153,184
6.167,185,5,car,277.5,908.0,93,98
6.167,185,8,car,423.0,1212.0,136,208
6.167,185,10,truck,389.0,987.0,104,132
6.167,185,16,bus,100.0,1037.0,200,305
6.167,185,70,car,625.5,1279.0,133,155
6.167,185,72,car,285.5,814.0,63,64
6.167,185,73,bus,151.0,795.0,142,137
6.167,185,77,car,277.5,732.0,59,54
6.167,185,78,truck,569.5,1087.0,147,160
6.167,185,79,car,338.0,752.0,58,53
6.167,185,83,car,380.5,842.0,73,77
6.167,185,87,car,358.0,706.0,60,46
6.167,185,114,motorcycle,282.5,1166.0,57,77
6.167,185,23,car,390.0,778.0,64,67
6.167,185,3,car,514.0,896.0,82,90
6.167,185,11,car,571.0,1086.0,130,160
6.333,190,4,car,130.0,1176.0,152,181
6.333,190,5,car,277.5,909.0,91,95
6.333,190,8,car,421.0,1208.0,134,203
6.333,190,10,truck,386.5,990.0,105,133
6.333,190,16,bus,99.0,1041.0,198,304
6.333,190,70,car,625.0,1279.0,130,145
6.333,190,72,car,286.0,819.0,62,64
6.333,190,73,bus,152.0,795.0,136,131
6.333,190,77,car,277.5,735.0,57,52
6.333,190,78,truck,566.5,1095.0,147,160
6.333,190,79,car,340.5,755.0,57,52
6.333,190,83,car,378.0,846.0,74,78
6.333,190,86,motorcycle,325.0,1038.0,38,92
6.333,190,87,car,361.0,710.0,58,45
6.333,190,114,car,283.5,1165.0,55,75
6.333,190,23,car,389.5,779.0,61,63
6.333,190,120,car,485.5,798.0,63,61
6.333,190,3,car,511.0,899.0,84,92
6.333,190,11,car,568.0,1094.0,132,160
6.5,195,4,car,129.0,1177.0,150,177
6.5,195,5,car,277.5,909.0,89,93
6.5,195,8,car,418.0,1202.0,130,196
6.5,195,10,car,385.5,990.0,103,131
6.5,195,16,bus,98.5,1044.0,197,300
6.5,195,70,car,624.0,1279.0,128,137
6.5,195,72,car,285.5,821.0,61,62
6.5,195,73,bus,154.5,793.0,129,122
6.5,195,77,car,279.5,739.0,55,50
6.5,195,78,truck,563.5,1100.0,145,159
6.5,195,79,car,342.5,760.0,57,51
6.5,195,83,car,377.5,851.0,73,78
6.5,195,87,car,362.5,713.0,55,42
6.5,195,114,motorcycle,285.0,1163.0,54,73
6.5,195,23,car,390.5,780.0,61,61
6.5,195,120,car,482.0,800.0,66,63
6.5,195,3,car,508.0,901.0,84,92
6.5,195,11,car,565.5,1098.0,133,159
6.5,195,123,motorcycle,189.5,952.0,39,74
6.667,200,4,car,129.0,1178.0,148,174
6.667,200,5,car,278.0,908.0,86,89
6.667,200,8,car,416.5,1196.0,129,192
6.667,200,10,car,385.0,988.0,100,128
6.667,200,16,bus,98.5,1045.0,197,295
6.667,200,70,car,623.5,1279.0,129,132
6.667,200,72,car,287.0,822.0,60,59
6.667,200,73,bus,157.0,789.0,122,113
6.667,200,77,car,281.0,750.0,62,57
6.667,200,78,car,561.0,1100.0,142,154
6.667,200,79,car,344.0,762.0,54,48
6.667,200,83,car,376.5,854.0,73,78
6.667,200,86,motorcycle,324.5,1032.0,39,93
6.667,200,87,car,364.0,719.0,54,42
6.667,200,114,motorcycle,289.0,1159.0,54,73
6.667,200,23,car,391.5,783.0,61,61
6.667,200,120,car,480.5,803.0,65,61
6.667,200,3,car,505.5,901.0,81,88
6.667,200,11,truck,563.0,1100.0,132,157
6.667,200,123,motorcycle,192.0,950.0,40,76
6.833,205,4,car,130.0,1178.0,148,173
6.833,205,5,car,279.0,906.0,84,87
6.833,205,8,car,415.5,1185.0,125,184
6.833,205,10,car,384.0,986.0,98,124
6.833,205,16,bus,98.5,1043.0,197,289
6.833,205,70,car,622.5,1279.0,131,129
6.833,205,72,car,288.5,822.0,59,58
6.833,205,73,bus,157.5,788.0,117,108
6.833,205,77,car,282.0,752.0,60,56
6.833,205,78,car,559.0,1100.0,140,152
6.833,205,79,car,345.5,763.0,51,46
6.833,205,83,car,376.5,856.0,71,76
6.833,205,86,motorcycle,322.5,1027.0,41,96
6.833,205,87,car,366.5,721.0,53,41
6.833,205,114,motorcycle,295.0,1150.0,50,68
6.833,205,23,car,391.0,787.0,62,61
6.833,205,120,car,478.0,803.0,64,61
6.833,205,3,car,502.5,899.0,79,85
6.833,205,11,truck,560.5,1100.0,131,154
6.833,205,123,motorcycle,195.5,950.0,39,76
7.0,210,4,car,132.5,1174.0,145,169
7.0,210,5,car,280.5,902.0,83,84
7.0,210,8,car,415.0,1174.0,122,179
7.0,210,10,car,383.0,983.0,96,121
7.0,210,16,bus,99.0,1039.0,196,282
7.0,210,70,car,621.5,1279.0,137,131
7.0,210,72,car,289.0,820.0,58,56
7.0,210,73,bus,159.0,787.0,116,104
7.0,210,77,car,284.5,749.0,55,51
7.0,210,78,car,557.0,1100.0,140,154
7.0,210,79,car,347.5,763.0,49,44
7.0,210,83,car,377.0,856.0,70,75
7.0,210,87,car,368.5,722.0,53,41
7.0,210,23,car,391.5,789.0,61,61
7.0,210,120,car,476.5,803.0,65,62
7.0,210,3,car,500.0,896.0,76,82
7.0,210,11,truck,558.0,1099.0,132,154
7.167,215,4,car,135.0,1169.0,144,168
7.167,215,5,car,283.5,898.0,81,83
7.167,215,8,car,416.0,1159.0,118,170
7.167,215,10,car,382.5,979.0,99,124
7.167,215,16,bus,102.5,1036.0,193,277
7.167,215,70,car,622.0,1279.0,142,133
7.167,215,72,car,291.0,817.0,54,52
7.167,215,73,bus,161.0,786.0,114,100
7.167,215,79,car,352.5,763.0,49,44
7.167,215,83,car,379.5,850.0,65,70
7.167,215,87,car,372.0,723.0,50,39
7.167,215,23,car,393.0,788.0,60,58
7.167,215,120,car,476.5,800.0,63,61
7.167,215,3,car,499.5,894.0,75,81
7.167,215,11,car,557.0,1093.0,130,151
7.167,215,123,motorcycle,202.5,945.0,37,71
7.167,215,114,car,310.0,1129.0,48,63
7.333,220,4,car,138.5,1161.0,141,162
7.333,220,5,car,286.0,895.0,82,83
7.333,220,8,car,417.0,1143.0,112,160
7.333,220,10,car,383.5,977.0,103,130
7.333,220,16,bus,107.0,1033.0,194,273
7.333,220,70,car,621.0,1279.0,148,135
7.333,220,72,car,295.5,814.0,53,50
7.333,220,73,bus,165.0,777.0,104,89
7.333,220,79,car,358.0,763.0,48,43
7.333,220,83,car,381.5,847.0,61,65
7.333,220,86,motorcycle,312.5,992.0,35,79
7.333,220,87,car,376.5,724.0,51,39
7.333,220,23,car,395.5,787.0,59,57
7.333,220,120,car,476.5,800.0,63,61
7.333,220,3,car,499.0,890.0,74,79
7.333,220,11,car,555.0,1087.0,128,147
7.333,220,139,car,442.0,719.0,52,46
7.333,220,77,car,294.0,747.0,54,50
7.5,225,4,car,143.5,1154.0,139,160
7.5,225,5,car,288.5,888.0,79,80
7.5,225,8,car,416.0,1128.0,110,153
7.5,225,10,car,384.5,968.0,99,125
7.5,225,16,bus,110.0,1027.0,192,266
7.5,225,70,car,620.5,1279.0,157,141
7.5,225,72,car,298.5,811.0,53,50
7.5,225,73,bus,169.0,780.0,108,91
7.5,225,79,car,362.5,760.0,45,40
7.5,225,83,car,384.0,845.0,62,65
7.5,225,86,motorcycle,310.0,986.0,34,76
7.5,225,87,car,380.5,724.0,51,40
7.5,225,23,car,398.0,787.0,60,58
7.5,225,120,car,477.0,798.0,62,61
7.5,225,3,car,498.0,885.0,74,79
7.5,225,11,car,554.5,1078.0,125,142
7.5,225,77,car,298.5,743.0,53,48
7.667,230,4,car,147.5,1145.0,137,157
7.667,230,5,car,292.5,882.0,77,78
7.667,230,8,car,417.0,1114.0,108,149
7.667,230,10,car,386.5,962.0,93,119
7.667,230,16,bus,112.0,1020.0,192,260
7.667,230,70,car,620.0,1279.0,168,151
7.667,230,72,car,302.5,808.0,53,50
7.667,230,73,bus,171.5,780.0,111,91
7.667,230,79,car,368.0,756.0,42,38
7.667,230,83,car,386.5,843.0,63,65
7.667,230,86,motorcycle,306.5,976.0,35,78
7.667,230,87,car,384.0,721.0,50,38
7.667,230,23,car,398.5,781.0,59,55
7.667,230,120,car,477.5,795.0,61,60
7.667,230,3,car,496.0,878.0,72,78
7.667,230,11,car,552.0,1069.0,124,140
7.667,230,77,car,302.0,749.0,58,53
7.833,235,4,car,152.5,1134.0,133,152
7.833,235,5,car,297.5,874.0,75,75
7.833,235,8,car,418.5,1101.0,107,145
7.833,235,10,car,388.5,951.0,89,112
7.833,235,16,bus,115.5,1012.0,193,254
7.833,235,70,car,621.0,1279.0,180,161
7.833,235,72,car,305.5,802.0,51,48
7.833,235,73,bus,174.5,781.0,115,94
7.833,235,83,car,389.5,841.0,63,66
7.833,235,86,motorcycle,305.0,966.0,34,74
7.833,235,23,car,397.5,777.0,55,51
7.833,235,120,car,478.0,792.0,60,59
7.833,235,3,car,494.5,874.0,71,78
7.833,235,11,car,550.0,1058.0,122,136
7.833,235,77,car,305.0,751.0,58,54
7.833,235,147,car,90.0,1279.0,180,41
7.833,235,75,car,439.5,1279.0,187,29
8.0,240,4,car,158.5,1120.0,129,146
8.0,240,5,car,302.0,865.0,72,71
8.0,240,8,car,420.0,1086.0,104,140
8.0,240,10,car,390.0,941.0,86,109
8.0,240,16,bus,118.5,1005.0,193,249
8.0,240,70,car,622.0,1279.0,192,174
8.0,240,72,car,310.0,797.0,50,47
8.0,240,73,bus,176.5,781.0,121,97
8.0,240,83,car,394.0,834.0,66,70
8.0,240,86,motorcycle,305.0,958.0,34,73
8.0,240,120,car,479.5,789.0,59,59
8.0,240,3,car,493.0,863.0,68,74
8.0,240,11,car,548.5,1046.0,119,131
8.0,240,77,car,310.5,746.0,57,52
8.0,240,147,car,110.5,1279.0,221,56
8.0,240,75,car,438.5,1279.0,247,41
8.167,245,4,car,164.5,1107.0,127,142
8.167,245,5,car,306.5,861.0,75,74
8.167,245,8,car,420.5,1072.0,103,137
8.167,245,10,car,392.0,931.0,84,104
8.167,245,16,bus,122.0,995.0,194,242
8.167,245,70,car,619.5,1279.0,201,187
8.167,245,72,car,315.5,792.0,49,46
8.167,245,73,bus,181.0,780.0,124,98
8.167,245,86,motorcycle,306.5,947.0,35,76
8.167,245,120,car,480.5,785.0,57,57
8.167,245,3,car,493.0,853.0,66,72
8.167,245,11,car,547.0,1038.0,120,133
8.167,245,77,car,315.0,744.0,56,53
8.167,245,147,car,134.0,1279.0,268,73
8.167,245,75,car,436.5,1279.0,311,57
8.333,250,4,car,172.0,1095.0,124,138
8.333,250,5,car,311.5,850.0,69,68
8.333,250,8,car,422.0,1056.0,100,131
8.333,250,10,car,396.5,919.0,79,97
8.333,250,16,bus,128.5,985.0,195,238
8.333,250,70,car,616.5,1279.0,207,202
8.333,250,72,car,322.5,787.0,49,44
8.333,250,73,bus,186.5,772.0,119,92
8.333,250,120,car,483.5,781.0,57,57
8.333,250,3,car,493.5,842.0,61,65
8.333,250,11,car,545.5,1024.0,115,128
8.333,250,77,car,320.0,739.0,54,50
8.333,250,147,car,159.0,1279.0,318,92
8.333,250,75,car,437.0,1279.0,376,76
8.333,250,83,car,403.0,820.0,64,68
8.5,255,4,car,177.5,1086.0,125,139
8.5,255,5,car,316.5,843.0,69,68
8.5,255,8,car,423.0,1039.0,98,126
8.5,255,10,car,401.0,906.0,76,92
8.5,255,16,bus,139.5,973.0,197,233
8.5,255,70,car,614.5,1269.0,211,206
8.5,255,72,car,330.0,781.0,50,46
8.5,255,73,bus,194.0,767.0,118,91
8.5,255,120,car,487.0,776.0,56,56
8.5,255,3,car,497.5,837.0,61,66
8.5,255,11,car,544.5,1008.0,111,122
8.5,255,77,car,325.5,735.0,57,52
8.5,255,147,car,183.0,1279.0,366,113
8.5,255,75,car,437.5,1279.0,437,97
8.5,255,83,car,407.5,812.0,61,63
8.5,255,6,car,30.0,1146.0,46,131
8.667,260,4,car,183.0,1067.0,120,132
8.667,260,5,car,319.5,836.0,69,68
8.667,260,8,car,424.0,1023.0,96,121
8.667,260,10,car,402.0,895.0,76,90
8.667,260,16,bus,147.0,962.0,196,228
8.667,260,70,car,614.0,1252.0,212,205
8.667,260,72,car,332.5,774.0,49,44
8.667,260,73,bus,198.0,758.0,114,87
8.667,260,120,car,489.5,771.0,53,54
8.667,260,3,car,496.0,830.0,60,65
8.667,260,11,car,542.0,992.0,108,116
8.667,260,77,car,330.5,731.0,55,50
8.667,260,75,car,437.5,1279.0,489,118
8.667,260,83,car,410.0,805.0,58,60
8.667,260,6,car,34.5,1136.0,51,134
8.667,260,14,car,98.5,1279.0,125,140
8.833,265,4,car,186.0,1052.0,116,127
8.833,265,5,car,321.0,826.0,66,65
8.833,265,8,car,421.5,1007.0,93,116
8.833,265,10,car,402.5,884.0,75,88
8.833,265,16,bus,154.0,952.0,196,223
8.833,265,70,car,607.5,1229.0,201,198
8.833,265,72,car,334.5,767.0,47,42
8.833,265,73,bus,201.0,751.0,112,84
8.833,265,3,car,493.5,823.0,61,66
8.833,265,11,car,538.0,977.0,104,112
8.833,265,75,car,437.0,1279.0,530,141
8.833,265,83,car,410.5,798.0,55,57
8.833,265,6,car,37.0,1145.0,60,153
8.833,265,14,car,99.5,1279.0,151,157
9.0,270,4,car,188.5,1039.0,115,123
9.0,270,5,car,323.0,816.0,64,62
9.0,270,8,car,419.5,991.0,89,110
9.0,270,10,car,400.5,874.0,73,87
9.0,270,16,bus,158.0,941.0,194,216
9.0,270,70,car,600.0,1204.0,188,187
9.0,270,73,bus,202.5,748.0,113,84
9.0,270,3,car,490.0,816.0,62,66
9.0,270,11,car,531.0,964.0,104,112
9.0,270,83,car,410.0,791.0,54,55
9.0,270,6,car,40.0,1139.0,66,159
9.0,270,14,car,102.5,1279.0,167,170
9.167,275,4,car,191.5,1026.0,113,121
9.167,275,5,car,323.5,810.0,63,60
9.167,275,8,car,416.0,975.0,86,105
9.167,275,10,car,399.5,868.0,75,87
9.167,275,16,bus,161.5,933.0,193,211
9.167,275,70,car,593.0,1184.0,178,179
9.167,275,73,bus,203.0,749.0,118,88
9.167,275,3,car,488.5,812.0,61,66
9.167,275,11,car,524.5,948.0,101,107
9.167,275,83,car,410.5,785.0,53,54
9.167,275,6,car,44.0,1126.0,68,157
9.167,275,14,car,109.0,1279.0,182,186
9.167,275,186,car,428.5,1279.0,153,187
9.167,275,187,car,607.0,690.0,68,34
9.333,280,4,car,195.0,1016.0,114,120
9.333,280,5,car,325.0,804.0,64,60
9.333,280,8,car,413.5,963.0,87,105
9.333,280,10,car,399.0,861.0,74,86
9.333,280,16,bus,165.0,925.0,192,207
9.333,280,70,car,586.0,1163.0,170,171
9.333,280,73,bus,205.5,746.0,119,88
9.333,280,3,car,486.0,808.0,58,62
9.333,280,11,car,519.0,938.0,98,104
9.333,280,83,car,411.0,780.0,54,55
9.333,280,6,car,47.5,1110.0,71,153
9.333,280,14,car,116.0,1276.0,192,199
9.333,280,186,car,427.0,1257.0,146,180
9.333,280,187,car,614.5,688.0,71,35
9.5,285,4,car,199.0,1004.0,108,113
9.5,285,5,car,327.0,798.0,62,58
9.5,285,8,car,412.5,953.0,85,102
9.5,285,10,car,399.5,853.0,71,82
9.5,285,16,bus,173.5,918.0,191,203
9.5,285,70,car,580.0,1142.0,160,162
9.5,285,73,bus,209.5,742.0,115,85
9.5,285,3,car,485.5,805.0,57,60
9.5,285,11,car,513.5,928.0,95,100
9.5,285,83,car,412.5,778.0,55,56
9.5,285,6,car,51.5,1094.0,73,148
9.5,285,14,car,123.0,1267.0,196,204
9.5,285,186,car,422.5,1233.0,141,173
9.5,285,187,car,623.0,686.0,70,35
9.667,290,4,car,202.5,993.0,107,110
9.667,290,5,car,331.5,794.0,63,61
9.667,290,8,car,411.5,943.0,83,99
9.667,290,10,car,399.5,846.0,69,79
9.667,290,16,bus,180.5,910.0,187,197
9.667,290,70,car,574.0,1122.0,152,156
9.667,290,73,bus,215.0,739.0,114,83
9.667,290,3,car,484.5,802.0,55,59
9.667,290,11,car,509.0,915.0,90,94
9.667,290,83,car,414.0,773.0,52,53
9.667,290,14,car,131.5,1250.0,191,200
9.667,290,186,car,420.0,1206.0,132,162
9.667,290,187,car,632.0,684.0,68,34
9.833,295,4,car,207.0,985.0,106,108
9.833,295,5,car,333.5,788.0,61,58
9.833,295,8,car,411.5,931.0,81,94
9.833,295,10,car,400.5,840.0,69,77
9.833,295,16,bus,188.5,905.0,185,194
9.833,295,70,car,568.0,1103.0,146,150
9.833,295,73,bus,218.0,734.0,110,80
9.833,295,3,car,483.0,798.0,54,58
9.833,295,11,car,506.0,908.0,90,94
9.833,295,83,car,415.5,768.0,49,48
9.833,295,14,car,141.5,1230.0,183,193
9.833,295,186,car,419.0,1182.0,128,159
9.833,295,187,car,642.0,683.0,70,35
9.833,295,6,car,59.0,1067.0,76,141
10.0,300,4,truck,212.0,977.0,104,106
10.0,300,5,car,336.5,783.0,59,56
10.0,300,8,car,411.0,922.0,78,90
10.0,300,10,car,401.5,837.0,69,77
10.0,300,16,bus,195.5,898.0,183,189
10.0,300,70,car,563.5,1086.0,139,143
10.0,300,73,bus,221.5,733.0,111,80
10.0,300,3,car,483.0,794.0,54,58
10.0,300,11,car,504.0,901.0,90,94
10.0,300,14,car,149.5,1208.0,175,185
10.0,300,186,car,418.5,1157.0,119,147
10.0,300,6,car,63.5,1055.0,81,138
10.167,305,4,car,216.0,968.0,104,105
10.167,305,5,car,339.5,780.0,57,54
10.167,305,8,car,411.0,912.0,76,88
10.167,305,10,car,403.5,830.0,67,75
10.167,305,16,bus,203.0,890.0,180,184
10.167,305,70,car,558.0,1065.0,132,136
10.167,305,73,bus,225.5,727.0,105,75
10.167,305,3,car,484.0,792.0,54,57
10.167,305,11,car,503.5,893.0,89,92
10.167,305,14,car,159.5,1184.0,167,175
10.167,305,186,car,418.5,1128.0,109,135
10.167,305,187,car,660.5,681.0,69,33
10.333,310,4,car,220.5,959.0,105,105
10.333,310,5,car,344.0,773.0,54,51
10.333,310,8,car,412.5,902.0,75,84
10.333,310,10,car,404.5,825.0,67,75
10.333,310,16,bus,209.0,882.0,176,179
10.333,310,70,car,552.5,1043.0,125,129
10.333,310,73,bus,230.0,726.0,106,75
10.333,310,3,car,484.0,789.0,52,55
10.333,310,11,car,502.0,885.0,86,89
10.333,310,14,car,169.5,1164.0,161,170
10.333,310,186,car,418.0,1110.0,106,132
10.333,310,217,car,254.5,1279.0,209,30
10.333,310,187,car,672.0,680.0,74,36
10.333,310,6,car,71.5,1025.0,83,128
